Provincia,Operación,Superficie,Precio Venta,Vendedor
Lleida,Venta,171,1696149,
Lleida,Venta,198,1094940,Joaquín
Lleida,Alquiler,248,1957960,
Lleida,Venta,95,776245,Luisa
Lleida,Venta,186,1844190,
Lleida,Alquiler,273,1993446,
Lleida,Venta,182,1295840,
Lleida,Venta,135,1309365,
Lleida,Alquiler,62,333312,
Lleida,Venta,69,483828,Pedro
Lleida,Alquiler,73,592030,
Lleida,Alquiler,293,2662784,
Lleida,Alquiler,94,821748,
Lleida,Alquiler,167,1335499,
Lleida,Venta,56,486416,
Lleida,Alquiler,196,904344,Pedro
Lleida,Venta,107,885960,
Lleida,Alquiler,269,1520119,
Lleida,Alquiler,238,1108128,
Lleida,Venta,92,709596,Carmen
Lleida,Venta,169,1635413,
Lleida,Venta,256,1934080,
Lleida,Venta,152,896800,
Lleida,Alquiler,87,730452,
Lleida,Alquiler,290,2797050,
Lleida,Alquiler,184,1570624,
Lleida,Venta,59,268332,
Lleida,Venta,204,1677492,
Lleida,Venta,269,2189122,
Lleida,Venta,273,2148783,
Lleida,Alquiler,198,1295712,
Lleida,Venta,211,1528906,
Lleida,Venta,71,285136,
Lleida,Alquiler,260,1746420,
Lleida,Alquiler,59,523802,
Lleida,Venta,201,1817442,
Lleida,Venta,149,839913,
Lleida,Alquiler,181,1048714,
Lleida,Alquiler,107,802393,
Lleida,Venta,65,590785,
Lleida,Venta,167,858714,
Lleida,Venta,238,992698,
Lleida,Venta,116,648092,
Lleida,Venta,182,1433796,
Lleida,Alquiler,89,738700,
Lleida,Venta,291,1374975,
Lleida,Alquiler,291,2066100,
Lleida,Venta,168,1576848,
Lleida,Alquiler,182,1587768,
Lleida,Venta,221,1583686,
Lleida,Venta,185,1109075,
Lleida,Alquiler,292,2262708,
Lleida,Venta,61,350872,
Lleida,Alquiler,285,1622790,
Lleida,Alquiler,238,1195474,
Lleida,Alquiler,137,918722,
Lleida,Venta,49,425173,
Lleida,Venta,63,319347,
Lleida,Venta,118,905532,
Lleida,Alquiler,140,1134840,
Lleida,Alquiler,140,949060,
Lleida,Venta,192,1242624,
Lleida,Venta,102,470118,
Lleida,Alquiler,126,726264,
Lleida,Alquiler,239,1364690,
Lleida,Alquiler,245,1966615,
Lleida,Alquiler,118,1114746,
Lleida,Alquiler,132,1028676,
Lleida,Venta,269,1674794,
Lleida,Venta,117,898209,
Lleida,Venta,197,1802156,
Lleida,Venta,116,845640,
Lleida,Venta,162,1517292,
Lleida,Venta,296,2914416,
Lleida,Alquiler,248,1147000,
Lleida,Venta,158,1567834,
Lleida,Alquiler,273,1497132,
Lleida,Alquiler,45,448065,
Lleida,Venta,200,1760000,
Lleida,Alquiler,95,394250,
Lleida,Venta,55,355135,
Lleida,Venta,190,1031320,
Lleida,Alquiler,221,1450644,
Lleida,Venta,254,2140712,
Girona,Venta,199,1945424,Pedro
Girona,Alquiler,82,712416,Joaquín
Girona,Alquiler,285,1815450,Jesús
Girona,Alquiler,131,953156,Pedro
Girona,Venta,235,2158475,Jesús
Girona,Alquiler,124,627068,Pedro
Girona,Venta,187,999328,Carmen
Girona,Alquiler,176,820336,Pedro
Girona,Alquiler,179,937960,Carmen
Girona,Alquiler,55,472615,Luisa
Girona,Alquiler,183,1438929,Luisa
Girona,Alquiler,92,627348,María
Girona,Venta,229,1160572,Pedro
Girona,Venta,182,1057784,Jesús
Girona,Alquiler,74,579716,María
Girona,Venta,278,1537062,María
Girona,Venta,40,321680,Jesús
Girona,Venta,127,983234,Carmen
Girona,Alquiler,274,2287626,María
Girona,Venta,248,2212408,María
Girona,Venta,235,1939925,Carmen
Girona,Venta,229,1098055,Joaquín
Girona,Venta,117,1069731,Pedro
Girona,Venta,275,2141700,Jesús
Girona,Venta,292,2685816,Pedro
Girona,Alquiler,251,2067236,María
Girona,Alquiler,162,710694,María
Girona,Alquiler,258,1188090,María
Girona,Alquiler,238,1854496,Luisa
Girona,Alquiler,222,1791318,Jesús
Girona,Venta,103,806799,Joaquín
Girona,Venta,103,973659,Jesús
Girona,Venta,274,1724008,Joaquín
Girona,Venta,253,2047276,Luisa
Girona,Alquiler,179,1461356,Pedro
Girona,Venta,118,1067192,Carmen
Girona,Venta,88,678480,Luisa
Girona,Venta,50,315550,Pedro
Girona,Venta,274,2028970,Luisa
Girona,Alquiler,185,1403595,Pedro
Girona,Venta,284,1561432,Pedro
Girona,Alquiler,287,1395681,Carmen
Girona,Venta,169,1370759,Luisa
Girona,Venta,144,1358640,Joaquín
Girona,Venta,268,2400476,Joaquín
Girona,Alquiler,231,1446522,Carmen
Girona,Alquiler,87,779868,Jesús
Girona,Venta,160,1261600,Jesús
Girona,Venta,56,553616,Pedro
Girona,Alquiler,117,986895,Pedro
Girona,Venta,62,250852,Carmen
Girona,Alquiler,174,720882,Pedro
Girona,Venta,247,1050985,Pedro
Girona,Alquiler,52,298272,María
Girona,Alquiler,169,902798,Luisa
Girona,Venta,274,2002392,Luisa
Girona,Venta,163,1385011,Carmen
Girona,Alquiler,214,1219158,Pedro
Girona,Alquiler,46,351256,Luisa
Girona,Alquiler,82,420660,María
Girona,Alquiler,62,489924,Luisa
Girona,Venta,211,2010619,Jesús
Girona,Alquiler,246,1362348,Joaquín
Girona,Venta,230,1722700,Carmen
Girona,Venta,226,2104286,Carmen
Girona,Venta,287,1936102,Jesús
Girona,Alquiler,136,873120,Pedro
Girona,Venta,67,379689,Pedro
Girona,Venta,238,1620304,Carmen
Girona,Venta,204,1291116,Carmen
Girona,Alquiler,150,968250,María
Girona,Alquiler,193,1079449,Pedro
Girona,Alquiler,110,1039500,Pedro
Girona,Alquiler,125,853750,Carmen
Girona,Venta,244,1414956,María
Girona,Venta,258,1081278,Carmen
Girona,Venta,285,2534505,Jesús
Girona,Alquiler,262,2404898,Luisa
Girona,Alquiler,227,1437818,Jesús
Girona,Venta,82,430418,Luisa
Girona,Venta,86,589960,Carmen
Girona,Venta,133,786695,Luisa
Girona,Alquiler,288,2699136,Pedro
Girona,Venta,45,307170,Joaquín
Girona,Alquiler,211,1171894,Pedro
Girona,Venta,209,1728221,Carmen
Girona,Venta,249,1150380,Joaquín
Girona,Venta,189,1579284,Luisa
Girona,Alquiler,277,2456159,María
Girona,Alquiler,190,977740,Pedro
Girona,Venta,60,332400,Joaquín
Girona,Alquiler,125,1189250,Pedro
Girona,Alquiler,138,877680,Luisa
Girona,Venta,102,413610,Pedro
Girona,Alquiler,75,683175,Joaquín
Girona,Alquiler,187,1560889,Joaquín
Girona,Venta,103,680830,María
Girona,Alquiler,75,418725,Pedro
Girona,Venta,122,885476,Carmen
Girona,Venta,196,1707944,Pedro
Girona,Alquiler,68,378624,Carmen
Girona,Venta,80,354320,Carmen
Girona,Alquiler,280,1680000,María
Girona,Venta,108,812808,Jesús
Girona,Venta,123,775884,Joaquín
Girona,Alquiler,184,830760,Pedro
Girona,Alquiler,137,835152,Jesús
Girona,Venta,300,1483500,Carmen
Girona,Venta,225,1164375,Pedro
Girona,Alquiler,192,1159296,Carmen
Girona,Venta,72,427824,Luisa
Girona,Venta,90,770040,Jesús
Girona,Venta,293,1750089,Luisa
Girona,Venta,90,742770,Luisa
Girona,Venta,148,1268952,María
Girona,Alquiler,287,2452989,Joaquín
Girona,Venta,174,952302,Luisa
Girona,Venta,173,1117753,María
Girona,Alquiler,233,1541528,Jesús
Girona,Venta,107,909821,Luisa
Girona,Alquiler,298,2524358,Luisa
Girona,Alquiler,245,1001070,Jesús
Girona,Alquiler,44,189156,Jesús
Girona,Alquiler,234,1159470,Pedro
Girona,Venta,118,788948,Pedro
Girona,Venta,185,1616900,Jesús
Girona,Venta,107,590426,María
Girona,Venta,90,412740,María
Girona,Venta,214,1962380,Pedro
Girona,Alquiler,143,836836,Luisa
Girona,Venta,126,520758,Pedro
Girona,Venta,199,1622646,Jesús
Girona,Venta,232,1028224,Luisa
Girona,Venta,153,1506438,Luisa
Girona,Venta,283,2199476,Luisa
Girona,Alquiler,62,358670,Luisa
Girona,Venta,209,1316073,Pedro
Girona,Venta,174,1313526,Pedro
Girona,Venta,108,638064,Luisa
Girona,Alquiler,270,1429380,Carmen
Girona,Venta,162,1594404,María
Girona,Venta,62,410316,Luisa
Girona,Venta,197,1292123,Joaquín
Girona,Alquiler,117,1031121,Luisa
Girona,Alquiler,279,2161134,María
Girona,Alquiler,62,251596,Jesús
Girona,Alquiler,200,1000000,Jesús
Girona,Venta,237,1403988,Carmen
Girona,Alquiler,237,2215002,Pedro
Girona,Venta,138,1289748,Luisa
Girona,Alquiler,198,1916442,Joaquín
Girona,Alquiler,246,1875012,Luisa
Girona,Alquiler,161,960526,Joaquín
Girona,Alquiler,266,1881950,María
Girona,Venta,221,1571973,Joaquín
Girona,Venta,148,811780,Luisa
Girona,Alquiler,257,1077601,Luisa
Girona,Alquiler,161,1050203,Joaquín
Girona,Alquiler,46,435712,Luisa
Girona,Alquiler,145,999630,Pedro
Girona,Alquiler,147,919632,Luisa
Girona,Venta,227,1218763,Joaquín
Girona,Alquiler,92,879244,Joaquín
Girona,Alquiler,222,2171826,Carmen
Girona,Venta,249,1427019,Jesús
Girona,Alquiler,170,1567060,María
Girona,Venta,201,1816437,Pedro
Girona,Alquiler,167,1191044,Luisa
Girona,Alquiler,197,981651,Jesús
Girona,Alquiler,277,2646181,Carmen
Girona,Venta,249,2306238,María
Girona,Venta,119,711382,Luisa
Girona,Venta,267,1153173,Pedro
Girona,Venta,207,1015956,Jesús
Girona,Alquiler,259,1080548,María
Girona,Alquiler,207,1953873,Luisa
Girona,Venta,293,2787016,Luisa
Girona,Venta,278,1730550,María
Girona,Alquiler,254,1963166,Joaquín
Girona,Alquiler,252,2057832,Luisa
Girona,Alquiler,163,1520627,Pedro
Girona,Venta,152,1392168,Pedro
Girona,Venta,47,311563,Carmen
Girona,Venta,97,662316,Carmen
Girona,Venta,64,622144,María
Girona,Alquiler,118,827062,Joaquín
Girona,Alquiler,187,789140,Carmen
Girona,Alquiler,73,542974,Luisa
Girona,Alquiler,299,1251315,Luisa
Girona,Venta,225,2023200,Joaquín
Girona,Alquiler,295,2553225,Carmen
Girona,Alquiler,258,1501560,Joaquín
Girona,Venta,215,1713120,Carmen
Girona,Alquiler,161,736092,María
Girona,Alquiler,86,611546,Carmen
Girona,Alquiler,54,518508,María
Girona,Venta,112,1081360,María
Girona,Alquiler,195,1168440,Luisa
Girona,Venta,109,555246,Joaquín
Girona,Alquiler,164,1225244,Jesús
Girona,Alquiler,228,2145480,María
Girona,Alquiler,294,1335936,Carmen
Girona,Venta,132,556116,Luisa
Girona,Venta,50,411700,Carmen
Girona,Alquiler,291,2411808,Joaquín
Girona,Alquiler,210,1122240,Pedro
Girona,Alquiler,291,2354481,Carmen
Girona,Alquiler,204,1044480,Jesús
Girona,Venta,231,1213212,Carmen
Girona,Venta,44,223564,Luisa
Girona,Venta,74,299996,María
Girona,Alquiler,219,1455693,Joaquín
Girona,Venta,92,853852,Carmen
Girona,Venta,113,869196,Jesús
Girona,Venta,222,1478742,Jesús
Girona,Venta,114,580032,Jesús
Girona,Venta,43,415552,Luisa
Girona,Alquiler,119,630224,Joaquín
Girona,Venta,138,733470,Pedro
Girona,Venta,161,1392006,María
Girona,Alquiler,60,484560,Jesús
Girona,Alquiler,239,1709567,Jesús
Girona,Venta,115,880900,Carmen
Girona,Venta,127,1021334,Joaquín
Girona,Alquiler,62,583110,Joaquín
Girona,Alquiler,114,1040478,Carmen
Girona,Venta,120,1061160,Luisa
Girona,Alquiler,121,731929,Pedro
Girona,Alquiler,159,1391091,Carmen
Girona,Alquiler,157,1032118,Luisa
Girona,Alquiler,237,1768020,Luisa
Girona,Venta,223,1650200,Carmen
Girona,Venta,238,2379048,María
Girona,Alquiler,96,891456,Pedro
Girona,Venta,108,553608,Luisa
Girona,Alquiler,110,523160,Joaquín
Girona,Venta,136,1054544,María
Girona,Alquiler,185,1390460,Jesús
Girona,Alquiler,147,1259202,Pedro
Girona,Venta,266,1370964,María
Girona,Venta,125,590875,Carmen
Girona,Venta,133,1191281,Joaquín
Girona,Venta,255,2543625,Pedro
Girona,Alquiler,294,1653456,Pedro
Girona,Alquiler,116,479892,Joaquín
Girona,Venta,134,933444,Pedro
Girona,Venta,48,366480,Pedro
Girona,Venta,285,1869885,Jesús
Girona,Alquiler,283,2213909,Luisa
Girona,Alquiler,228,2212740,Jesús
Girona,Alquiler,116,573040,María
Girona,Alquiler,276,1932552,María
Girona,Alquiler,216,1962360,Pedro
Girona,Alquiler,66,558030,Carmen
Girona,Venta,243,1447551,Pedro
Girona,Alquiler,237,1725597,Pedro
Girona,Venta,233,2153852,Pedro
Girona,Alquiler,240,1510320,Carmen
Girona,Venta,200,1938400,María
Girona,Venta,275,1732500,Joaquín
Girona,Alquiler,96,535584,Carmen
Girona,Venta,185,1038590,Luisa
Girona,Venta,56,525616,Joaquín
Girona,Venta,175,722925,Carmen
Girona,Alquiler,232,1193408,Luisa
Girona,Venta,219,1059303,Joaquín
Girona,Venta,278,2273762,Pedro
Girona,Alquiler,281,2326118,María
Girona,Venta,187,1346961,Joaquín
Girona,Alquiler,88,690184,Carmen
Girona,Alquiler,66,448932,Pedro
Girona,Venta,219,2101743,Luisa
Girona,Venta,67,430743,Pedro
Girona,Alquiler,159,1437360,Luisa
Girona,Venta,211,945702,Luisa
Girona,Venta,217,2101862,Carmen
Girona,Alquiler,86,452962,Joaquín
Girona,Venta,105,889980,Pedro
Girona,Alquiler,79,352972,Joaquín
Girona,Alquiler,153,923355,Luisa
Girona,Alquiler,59,325326,Carmen
Girona,Alquiler,260,2402920,Joaquín
Girona,Alquiler,240,1823280,Luisa
Girona,Venta,75,624600,María
Girona,Venta,42,224280,María
Girona,Alquiler,45,300105,Carmen
Girona,Venta,133,573230,Jesús
Girona,Alquiler,80,607200,Carmen
Girona,Venta,287,2808008,Pedro
Girona,Venta,118,1134452,Carmen
Girona,Alquiler,132,592152,Carmen
Girona,Venta,91,777686,Luisa
Girona,Alquiler,287,1370138,Joaquín
Girona,Alquiler,222,2209344,Carmen
Girona,Venta,64,539392,Pedro
Girona,Alquiler,82,621314,Luisa
Girona,Venta,141,1279434,Carmen
Girona,Venta,76,499244,Luisa
Girona,Alquiler,154,1037498,Luisa
Girona,Venta,180,1707660,Joaquín
Girona,Venta,228,1339044,Pedro
Girona,Venta,157,879357,Joaquín
Girona,Venta,208,1215344,Jesús
Girona,Alquiler,119,899640,Pedro
Girona,Venta,96,742176,Pedro
Girona,Venta,224,1966272,Pedro
Girona,Venta,254,1614170,María
Girona,Venta,206,1136502,Pedro
Girona,Venta,188,1697640,Luisa
Girona,Alquiler,62,484592,María
Girona,Venta,177,1203246,Carmen
Girona,Alquiler,45,360540,María
Girona,Alquiler,151,756208,Luisa
Girona,Alquiler,50,442300,María
Girona,Alquiler,93,375813,Pedro
Girona,Venta,153,1401633,Carmen
Girona,Alquiler,235,2055310,Jesús
Girona,Alquiler,92,743360,Pedro
Girona,Venta,124,614048,Joaquín
Girona,Alquiler,236,1449512,Joaquín
Girona,Alquiler,91,395850,Carmen
Girona,Alquiler,145,655690,María
Girona,Venta,241,1729416,Carmen
Girona,Venta,181,1805475,María
Girona,Venta,164,785068,Jesús
Girona,Alquiler,164,1526840,María
Girona,Venta,268,2422720,Carmen
Girona,Venta,192,820608,Luisa
Girona,Alquiler,100,484200,Pedro
Girona,Alquiler,52,269516,Carmen
Girona,Venta,276,1477428,María
Girona,Venta,163,1362843,Luisa
Girona,Venta,40,354360,Carmen
Girona,Venta,168,1620192,María
Girona,Venta,117,1149525,Pedro
Girona,Alquiler,167,1191044,Joaquín
Girona,Alquiler,216,1500984,Joaquín
Girona,Venta,283,1599233,Pedro
Girona,Venta,176,1004608,Jesús
Girona,Alquiler,179,812660,Jesús
Girona,Alquiler,72,682344,Pedro
Girona,Alquiler,297,2872287,Luisa
Girona,Alquiler,214,899228,Luisa
Girona,Venta,230,1751450,Jesús
Girona,Venta,290,1702590,Pedro
Girona,Venta,288,2371392,Luisa
Girona,Venta,264,2589312,Pedro
Girona,Alquiler,185,1059680,Pedro
Girona,Venta,180,1523880,Jesús
Girona,Alquiler,164,841484,María
Girona,Alquiler,271,2478566,Pedro
Girona,Venta,48,454416,Pedro
Girona,Venta,182,1367366,Carmen
Girona,Alquiler,69,493971,María
Girona,Venta,40,163920,Carmen
Girona,Venta,132,1007688,Luisa
Girona,Alquiler,98,425712,Pedro
Girona,Venta,189,1064637,Jesús
Girona,Venta,157,729579,Joaquín
Girona,Venta,65,350155,María
Girona,Alquiler,81,567486,María
Girona,Venta,175,1363950,Jesús
Girona,Venta,192,958464,Jesús
Girona,Venta,167,814793,Luisa
Girona,Venta,270,2288520,Joaquín
Girona,Venta,203,1892772,María
Girona,Alquiler,160,804640,Carmen
Girona,Alquiler,235,1046925,Carmen
Girona,Venta,252,1923264,Carmen
Girona,Venta,166,804768,María
Girona,Alquiler,254,2417572,María
Girona,Venta,71,493166,Joaquín
Girona,Alquiler,233,2120067,Jesús
Girona,Alquiler,282,1132230,Pedro
Girona,Alquiler,223,2228439,Carmen
Girona,Alquiler,80,548000,Joaquín
Girona,Venta,233,1306664,Luisa
Girona,Venta,255,1504755,Luisa
Girona,Alquiler,85,706690,Joaquín
Girona,Venta,70,455000,Pedro
Girona,Venta,277,1691085,Pedro
Girona,Venta,76,456532,Joaquín
Girona,Alquiler,228,1039452,Carmen
Girona,Venta,129,563085,Jesús
Girona,Venta,179,1393157,Luisa
Girona,Alquiler,73,364270,María
Girona,Alquiler,167,1121906,Carmen
Girona,Alquiler,138,1241034,Carmen
Girona,Venta,199,1590010,Carmen
Girona,Alquiler,55,256630,María
Girona,Venta,120,1175160,Carmen
Girona,Venta,190,778430,Joaquín
Girona,Alquiler,256,2512640,Jesús
Girona,Venta,274,2594780,María
Girona,Venta,244,2180628,Pedro
Girona,Alquiler,261,2419209,María
Girona,Alquiler,110,781000,María
Girona,Alquiler,139,1217501,Joaquín
Girona,Alquiler,151,1456999,Carmen
Girona,Venta,68,586908,Luisa
Girona,Alquiler,204,1132608,María
Girona,Alquiler,185,1257075,María
Girona,Alquiler,260,1542580,Luisa
Girona,Alquiler,71,540452,Jesús
Girona,Venta,43,361759,Jesús
Girona,Alquiler,161,1405852,Pedro
Girona,Venta,53,381494,Luisa
Girona,Alquiler,135,1294110,Jesús
Girona,Alquiler,167,944385,Carmen
Girona,Alquiler,138,824688,Joaquín
Girona,Alquiler,177,1074921,Luisa
Girona,Venta,74,583638,Luisa
Girona,Venta,206,1881810,Joaquín
Girona,Venta,178,1723040,Jesús
Girona,Alquiler,300,1832100,Carmen
Girona,Venta,191,916418,Luisa
Girona,Venta,203,1026774,Pedro
Girona,Alquiler,245,2170945,Jesús
Girona,Venta,80,568880,Carmen
Girona,Alquiler,167,1606206,Joaquín
Girona,Alquiler,245,1311730,Pedro
Girona,Alquiler,84,690396,Carmen
Girona,Venta,64,399488,Jesús
Girona,Alquiler,222,1477410,María
Girona,Alquiler,56,375592,Jesús
Girona,Venta,286,1658800,María
Girona,Venta,297,2440449,Carmen
Girona,Venta,92,739864,Luisa
Girona,Venta,224,1448384,Joaquín
Girona,Venta,184,1156808,Carmen
Girona,Alquiler,133,958132,Pedro
Girona,Venta,184,1147608,Luisa
Girona,Alquiler,63,601398,Carmen
Girona,Venta,272,2233120,Luisa
Girona,Alquiler,203,1933372,Jesús
Girona,Venta,227,1789214,Joaquín
Girona,Venta,242,2290046,María
Girona,Venta,284,1459192,María
Girona,Alquiler,265,1441070,Jesús
Girona,Alquiler,224,1932448,Carmen
Girona,Alquiler,82,700854,María
Girona,Alquiler,108,581580,Carmen
Girona,Venta,142,681884,Carmen
Girona,Venta,275,1826825,Jesús
Girona,Alquiler,248,1234048,Jesús
Girona,Venta,116,1143412,María
Girona,Venta,201,1333434,María
Girona,Alquiler,258,1430352,María
Girona,Alquiler,91,838292,Pedro
Girona,Venta,70,428190,Jesús
Girona,Venta,292,2630336,Joaquín
Girona,Alquiler,240,2183760,Jesús
Girona,Venta,117,474084,Luisa
Girona,Alquiler,258,1758786,Jesús
Girona,Venta,191,1514057,Luisa
Girona,Alquiler,78,678132,María
Girona,Venta,53,446313,Pedro
Girona,Venta,279,1512738,Luisa
Girona,Alquiler,85,809115,María
Girona,Venta,85,658835,Luisa
Girona,Alquiler,85,749275,María
Girona,Venta,238,2184364,Luisa
Girona,Alquiler,228,1747392,Carmen
Girona,Alquiler,118,970314,Luisa
Girona,Alquiler,208,1811680,Jesús
Girona,Alquiler,211,1244056,María
Girona,Alquiler,151,1382707,María
Girona,Alquiler,246,2010312,María
Girona,Alquiler,72,686232,Luisa
Girona,Venta,76,368676,Luisa
Girona,Alquiler,207,1556226,Carmen
Girona,Venta,84,437640,María
Girona,Venta,262,2390750,Pedro
Girona,Venta,145,1169860,Joaquín
Girona,Alquiler,157,1182053,Joaquín
Girona,Alquiler,258,2475510,Jesús
Girona,Venta,266,1327606,María
Girona,Venta,160,781120,Pedro
Girona,Alquiler,164,1421060,Luisa
Girona,Venta,160,1263040,Jesús
Girona,Venta,284,2467960,Pedro
Girona,Alquiler,216,1883088,Pedro
Girona,Alquiler,213,2083779,María
Girona,Alquiler,67,304113,Joaquín
Girona,Venta,69,667299,Luisa
Girona,Venta,259,1074332,Joaquín
Girona,Venta,191,1895293,María
Girona,Venta,119,523481,Luisa
Girona,Alquiler,233,1644747,Carmen
Girona,Venta,170,974610,María
Girona,Alquiler,153,912798,Jesús
Girona,Alquiler,156,1508988,Jesús
Girona,Alquiler,273,2333058,Joaquín
Girona,Venta,46,426880,Luisa
Girona,Venta,95,783370,Jesús
Girona,Venta,45,301815,Joaquín
Girona,Venta,243,2347137,María
Girona,Venta,87,655893,Jesús
Girona,Alquiler,103,557127,Carmen
Girona,Alquiler,46,187680,Luisa
Girona,Alquiler,96,854496,Pedro
Girona,Venta,88,795696,María
Girona,Venta,188,1265992,Luisa
Girona,Alquiler,137,693631,Carmen
Girona,Venta,102,941154,Pedro
Girona,Alquiler,113,747947,Pedro
Girona,Alquiler,210,1527120,Jesús
Girona,Alquiler,162,753786,Jesús
Girona,Alquiler,250,2103000,Jesús
Girona,Venta,202,1028382,Pedro
Girona,Venta,116,804344,María
Girona,Alquiler,135,857925,Joaquín
Girona,Venta,67,490507,María
Girona,Alquiler,57,387828,Luisa
Girona,Alquiler,49,425565,Joaquín
Girona,Alquiler,139,875978,Jesús
Girona,Alquiler,210,1770930,María
Girona,Venta,299,2110342,Jesús
Girona,Venta,86,651192,Luisa
Girona,Venta,272,1774528,Jesús
Girona,Alquiler,227,2029607,Carmen
Girona,Venta,262,1407726,María
Girona,Alquiler,284,2815292,Jesús
Girona,Venta,141,763233,Luisa
Girona,Alquiler,271,2471249,Joaquín
Girona,Venta,41,368959,Carmen
Girona,Venta,116,616192,María
Girona,Alquiler,155,1247750,María
Girona,Alquiler,163,761047,Luisa
Girona,Alquiler,280,2346400,María
Girona,Alquiler,256,2331648,Luisa
Girona,Alquiler,68,386036,Jesús
Girona,Venta,185,1730675,María
Girona,Alquiler,289,2462280,Jesús
Girona,Alquiler,165,1461570,Carmen
Girona,Venta,239,2030783,María
Girona,Venta,234,2049606,María
Girona,Venta,66,500610,Luisa
Girona,Venta,267,2245203,María
Girona,Alquiler,188,1422220,María
Girona,Venta,296,2387832,María
Girona,Alquiler,256,1428480,Pedro
Girona,Venta,85,472685,Pedro
Girona,Alquiler,154,1427118,Pedro
Girona,Alquiler,123,1133199,Luisa
Girona,Alquiler,98,509600,Pedro
Girona,Alquiler,75,378900,Carmen
Girona,Alquiler,123,757434,Pedro
Girona,Venta,108,1041120,Pedro
Girona,Venta,200,1539800,Carmen
Girona,Alquiler,252,1949220,Carmen
Girona,Alquiler,131,1163542,Luisa
Girona,Venta,271,2108109,Pedro
Girona,Venta,127,928243,María
Girona,Alquiler,88,770968,Luisa
Girona,Venta,245,1660120,Pedro
Girona,Venta,271,1647409,Pedro
Girona,Venta,272,1586032,María
Girona,Venta,121,1002122,Pedro
Girona,Alquiler,97,493924,Luisa
Girona,Venta,249,1882440,Carmen
Girona,Alquiler,125,657500,Carmen
Girona,Alquiler,269,1908286,Jesús
Girona,Venta,201,1929198,María
Girona,Alquiler,99,927927,María
Girona,Alquiler,177,980934,Luisa
Girona,Venta,131,732028,Pedro
Girona,Alquiler,143,1205347,María
Girona,Alquiler,223,1510825,Luisa
Girona,Alquiler,162,1202850,Pedro
Girona,Venta,52,503828,Jesús
Girona,Alquiler,258,1930614,Joaquín
Girona,Alquiler,150,1159650,Joaquín
Girona,Alquiler,240,2175360,Luisa
Girona,Venta,229,1243699,María
Girona,Alquiler,283,1219730,Pedro
Girona,Alquiler,196,1611708,Jesús
Girona,Alquiler,286,1413698,Carmen
Girona,Venta,290,2797050,Luisa
Girona,Alquiler,97,885998,Carmen
Girona,Venta,202,823150,Jesús
Girona,Alquiler,225,1501650,Jesús
Girona,Venta,263,2034042,Carmen
Girona,Alquiler,42,238014,Pedro
Girona,Alquiler,70,433370,María
Girona,Venta,203,875336,María
Girona,Venta,134,780148,Joaquín
Girona,Venta,283,1227937,Joaquín
Girona,Alquiler,41,403727,Jesús
Girona,Alquiler,79,595660,Pedro
Girona,Venta,82,593352,Joaquín
Girona,Alquiler,80,770800,Pedro
Girona,Alquiler,261,1189377,Jesús
Girona,Alquiler,82,418610,Joaquín
Girona,Venta,181,1789185,Carmen
Girona,Venta,182,1400308,Joaquín
Girona,Venta,89,729444,Luisa
Girona,Venta,265,1944570,Luisa
Girona,Alquiler,154,960960,Jesús
Girona,Venta,220,1282820,Carmen
Girona,Alquiler,120,1085160,Luisa
Girona,Venta,205,886215,Carmen
Girona,Venta,107,668322,María
Girona,Venta,199,1777866,Jesús
Girona,Alquiler,75,622200,María
Girona,Venta,287,1567020,Carmen
Girona,Alquiler,193,1363352,Carmen
Girona,Alquiler,70,533680,María
Girona,Alquiler,220,1548800,María
Girona,Venta,138,686826,María
Girona,Alquiler,123,984369,Pedro
Girona,Venta,205,1921260,María
Girona,Alquiler,250,1002500,Carmen
Girona,Venta,91,680043,Pedro
Girona,Venta,294,1784580,Luisa
Girona,Alquiler,250,2281250,Luisa
Girona,Venta,171,708795,Carmen
Girona,Venta,216,2144448,María
Girona,Venta,221,1356498,Luisa
Girona,Alquiler,277,1802993,Joaquín
Girona,Venta,295,2200405,María
Girona,Venta,179,832529,Jesús
Girona,Venta,184,1113016,María
Girona,Alquiler,167,853370,María
Girona,Alquiler,156,1294176,Carmen
Girona,Venta,247,2320565,Jesús
Girona,Venta,273,2682225,
Girona,Venta,245,2037420,Pedro
Girona,Venta,203,1315846,Carmen
Girona,Venta,61,380274,
Girona,Alquiler,278,2336590,Luisa
Girona,Alquiler,233,1682260,
Girona,Alquiler,253,1162788,Luisa
Girona,Venta,106,922200,Pedro
Girona,Venta,202,1524898,Carmen
Girona,Alquiler,189,1342278,Carmen
Girona,Venta,110,1026300,Luisa
Girona,Venta,129,616878,María
Girona,Venta,294,2353176,Pedro
Girona,Alquiler,169,1447316,
Girona,Venta,115,1147585,Joaquín
Girona,Alquiler,71,378359,Pedro
Girona,Venta,160,1368480,Joaquín
Girona,Venta,90,872280,Joaquín
Girona,Venta,77,745822,Jesús
Girona,Venta,98,918652,
Girona,Alquiler,231,2069529,Jesús
Girona,Venta,282,2717634,Pedro
Girona,Alquiler,161,1027180,María
Girona,Venta,204,1267452,
Girona,Alquiler,297,2162160,Jesús
Girona,Venta,277,2250348,Jesús
Girona,Alquiler,97,620218,Jesús
Girona,Venta,246,1087812,Jesús
Girona,Venta,214,1988702,
Girona,Alquiler,71,320281,Jesús
Girona,Alquiler,68,396780,Carmen
Girona,Alquiler,126,536634,
