Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Parking,437,2004-06-14,Venta,Girona,107,909821,2005-05-03,Luisa
Oficina,438,2004-06-14,Venta,Barcelona,158,1543344,2004-12-26,Luisa
Oficina,439,2004-06-15,Alquiler,Girona,298,2524358,2004-10-23,Luisa
Parking,440,2004-06-15,Venta,Barcelona,115,1077665,2004-09-19,Jesús
Parking,441,2004-06-16,Venta,Barcelona,102,790602,2004-11-09,Carmen
Parking,442,2004-06-16,Venta,Tarragona,211,872063,2005-02-26,Pedro
Piso,443,2004-06-17,Alquiler,Girona,245,1001070,2004-10-14,Jesús
Parking,444,2004-06-17,Venta,Barcelona,102,1005312,2005-06-09,Luisa
Parking,447,2004-06-17,Alquiler,Lleida,263,1779458,2005-01-24,Pedro
Local,448,2004-06-17,Alquiler,Girona,234,1159470,2004-10-02,Pedro
Local,449,2004-06-17,Venta,Girona,118,788948,2005-04-08,Pedro
Industrial,450,2004-06-18,Alquiler,Lleida,248,1674744,2005-05-01,Luisa
Suelo,452,2004-06-19,Venta,Lleida,215,2097970,2004-11-13,Pedro
Suelo,453,2004-06-19,Venta,Girona,185,1616900,2005-04-08,Jesús
Parking,455,2004-06-20,Alquiler,Barcelona,244,2439512,2005-01-02,Carmen
Piso,456,2004-06-20,Venta,Lleida,195,1797120,2004-12-31,María
Suelo,457,2004-06-20,Alquiler,Lleida,104,511680,2005-06-05,Luisa
Oficina,459,2004-06-21,Venta,Girona,107,590426,2004-11-03,María
Oficina,462,2004-06-22,Alquiler,Lleida,204,924732,2005-04-28,María
Casa,463,2004-06-23,Venta,Girona,214,1962380,2005-06-01,Pedro
Casa,464,2004-06-24,Alquiler,Girona,143,836836,2005-06-15,Luisa
Industrial,465,2004-06-24,Alquiler,Lleida,268,2628812,2005-03-15,Pedro
Local,467,2004-06-24,Venta,Girona,126,520758,2005-06-16,Pedro
Local,468,2004-06-24,Venta,Tarragona,215,870105,2005-04-02,Jesús
Parking,470,2004-06-25,Venta,Tarragona,191,875544,2004-11-01,Jesús
Casa,471,2004-06-25,Venta,Lleida,155,801350,2005-01-14,Pedro
Suelo,472,2004-06-25,Venta,Tarragona,297,1820016,2005-01-08,María
Parking,473,2004-06-25,Alquiler,Lleida,105,872760,2005-03-26,Carmen
Suelo,474,2004-06-25,Venta,Girona,199,1622646,2005-06-23,Jesús
Suelo,475,2004-06-25,Alquiler,Tarragona,136,568480,2004-12-03,Pedro
Suelo,478,2004-06-28,Alquiler,Lleida,189,913248,2005-05-13,Luisa
Oficina,479,2004-06-28,Venta,Girona,232,1028224,2005-05-26,Luisa
Oficina,481,2004-06-29,Alquiler,Barcelona,257,1166780,2005-01-10,Jesús
Industrial,482,2004-06-29,Venta,Tarragona,243,1983123,2005-06-16,María
Oficina,483,2004-06-29,Venta,Lleida,134,946710,2005-01-04,Carmen
Casa,484,2004-06-30,Venta,Girona,153,1506438,2004-12-03,Luisa
Piso,485,2004-06-30,Alquiler,Tarragona,122,1093608,2005-02-27,Luisa
Piso,486,2004-06-30,Venta,Girona,283,2199476,2005-06-04,Luisa
Casa,487,2004-06-30,Venta,Lleida,261,2475063,2005-01-21,Carmen
Piso,488,2004-07-01,Alquiler,Lleida,185,1306840,2005-05-17,Carmen
Parking,490,2004-07-02,Alquiler,Barcelona,234,1911312,2005-04-08,Luisa
Local,492,2004-07-03,Venta,Lleida,282,1298328,2005-03-10,Jesús
Parking,493,2004-07-03,Alquiler,Lleida,299,1948583,2004-12-21,María
Piso,494,2004-07-03,Venta,Barcelona,274,1729762,2005-07-03,Luisa
Oficina,495,2004-07-03,Venta,Barcelona,268,2578696,2005-06-28,Luisa
Piso,496,2004-07-03,Alquiler,Lleida,155,1166065,2004-12-07,Jesús
Oficina,497,2004-07-03,Venta,Girona,209,1316073,2005-04-02,Pedro
Suelo,498,2004-07-03,Alquiler,Tarragona,110,1004740,2005-07-03,Luisa
Industrial,500,2004-07-04,Alquiler,Lleida,240,2238000,2005-05-06,Pedro
Casa,501,2004-07-05,Venta,Lleida,229,965006,2005-02-02,Pedro
Piso,502,2004-07-05,Alquiler,Lleida,224,2087904,2005-01-29,Jesús
Oficina,504,2004-07-05,Venta,Lleida,186,1216254,2005-04-09,María
Industrial,505,2004-07-05,Venta,Tarragona,172,860172,2005-05-16,Luisa
Industrial,506,2004-07-05,Alquiler,Tarragona,235,1207195,2004-10-14,Luisa
Industrial,507,2004-07-05,Alquiler,Tarragona,159,1032546,2004-11-07,Carmen
Local,508,2004-07-05,Venta,Barcelona,271,2297538,2004-11-22,Jesús
Industrial,510,2004-07-06,Alquiler,Barcelona,227,1175860,2005-07-05,Joaquín
Parking,512,2004-07-06,Alquiler,Tarragona,239,1782940,2004-11-13,Joaquín
Casa,513,2004-07-06,Alquiler,Barcelona,191,1841622,2005-01-21,Jesús
Oficina,516,2004-07-08,Alquiler,Barcelona,119,720902,2005-06-23,Carmen
Industrial,517,2004-07-08,Venta,Girona,174,1313526,2005-01-16,Pedro
Casa,518,2004-07-08,Venta,Girona,108,638064,2004-10-24,Luisa
Piso,519,2004-07-09,Alquiler,Barcelona,123,682773,2005-01-30,Luisa
Parking,521,2004-07-09,Venta,Barcelona,105,740355,2004-12-08,Luisa
Casa,522,2004-07-09,Venta,Lleida,223,1293400,2005-03-03,Carmen
Suelo,523,2004-07-09,Alquiler,Girona,270,1429380,2005-03-25,Carmen
Piso,524,2004-07-10,Alquiler,Barcelona,159,1536576,2005-06-24,Pedro
Parking,525,2004-07-10,Venta,Lleida,280,1249360,2005-01-09,Pedro
Parking,526,2004-07-11,Venta,Girona,162,1594404,2005-03-07,María
Industrial,527,2004-07-11,Alquiler,Barcelona,231,935781,2004-11-13,Joaquín
Casa,528,2004-07-12,Alquiler,Lleida,231,2273040,2005-02-04,Joaquín
Industrial,529,2004-07-12,Alquiler,Lleida,206,1414602,2005-06-14,Carmen
Industrial,531,2004-07-12,Alquiler,Barcelona,112,712768,2005-06-14,Carmen
Local,532,2004-07-12,Alquiler,Lleida,182,999726,2005-02-20,Carmen
Industrial,535,2004-07-14,Alquiler,Lleida,280,1730680,2005-05-07,Carmen
Casa,536,2004-07-14,Venta,Girona,197,1292123,2005-06-30,Joaquín
Local,537,2004-07-14,Alquiler,Girona,117,1031121,2005-04-30,Luisa
Industrial,538,2004-07-15,Alquiler,Girona,279,2161134,2005-03-09,María
Parking,539,2004-07-16,Alquiler,Barcelona,111,761793,2005-07-11,María
Oficina,542,2004-07-16,Venta,Barcelona,182,1514968,2004-10-24,María
Industrial,543,2004-07-16,Venta,Tarragona,101,564186,2005-01-21,Pedro
Casa,547,2004-07-20,Alquiler,Girona,200,1000000,2004-12-13,Jesús
Parking,548,2004-07-20,Venta,Barcelona,286,2330042,2004-10-21,Carmen
Local,549,2004-07-20,Venta,Girona,237,1403988,2005-06-27,Carmen
Casa,550,2004-07-21,Alquiler,Lleida,275,1711325,2005-04-27,Luisa
Piso,551,2004-07-21,Alquiler,Girona,237,2215002,2004-10-31,Pedro
Local,552,2004-07-21,Venta,Barcelona,125,804625,2005-06-26,Carmen
Oficina,553,2004-07-21,Venta,Barcelona,209,1568754,2004-12-15,Pedro
Parking,554,2004-07-21,Venta,Barcelona,141,867009,2004-11-21,Joaquín
Piso,555,2004-07-22,Venta,Girona,138,1289748,2004-12-25,Luisa
Piso,557,2004-07-23,Alquiler,Girona,198,1916442,2005-04-14,Joaquín
Piso,558,2004-07-24,Alquiler,Girona,246,1875012,2005-03-08,Luisa
Local,559,2004-07-24,Alquiler,Tarragona,188,1590104,2004-10-26,Pedro
Industrial,560,2004-07-25,Alquiler,Tarragona,285,1412175,2004-12-01,Pedro
Piso,562,2004-07-25,Alquiler,Girona,161,960526,2005-06-21,Joaquín
Piso,563,2004-07-25,Venta,Barcelona,237,1272216,2005-04-27,Jesús
Casa,564,2004-07-25,Alquiler,Lleida,112,513968,2005-04-30,Jesús
Suelo,565,2004-07-25,Venta,Barcelona,147,917868,2004-11-15,Joaquín
Local,566,2004-07-26,Alquiler,Girona,266,1881950,2005-01-15,María
Local,568,2004-07-26,Venta,Lleida,153,639999,2005-05-11,Luisa
Local,569,2004-07-26,Alquiler,Tarragona,167,700398,2005-03-07,Luisa
Local,572,2004-07-28,Alquiler,Tarragona,235,1897155,2005-07-01,Carmen
Parking,573,2004-07-28,Venta,Tarragona,243,1038825,2004-12-14,Jesús
Parking,575,2004-07-28,Alquiler,Barcelona,280,1877400,2005-04-21,Joaquín
Oficina,577,2004-07-29,Venta,Barcelona,154,889658,2005-06-22,Joaquín
Oficina,578,2004-07-29,Venta,Girona,221,1571973,2004-12-25,Joaquín
Industrial,579,2004-07-29,Venta,Girona,148,811780,2005-04-17,Luisa
Parking,580,2004-07-30,Venta,Tarragona,226,1634884,2005-07-20,María
Casa,581,2004-07-30,Venta,Tarragona,230,1742020,2004-11-16,Jesús
Industrial,582,2004-07-31,Venta,Lleida,290,2584480,2004-11-22,Jesús
Local,583,2004-07-31,Venta,Tarragona,297,1767744,2005-03-23,Pedro
Casa,584,2004-08-01,Alquiler,Girona,257,1077601,2005-02-07,Luisa
Parking,585,2004-08-01,Alquiler,Girona,161,1050203,2005-02-04,Joaquín
Piso,587,2004-08-02,Alquiler,Barcelona,184,1286344,2005-07-02,Joaquín
Oficina,589,2004-08-02,Venta,Tarragona,138,1372686,2005-06-17,Carmen
Parking,592,2004-08-03,Alquiler,Girona,145,999630,2005-05-01,Pedro
Suelo,593,2004-08-04,Venta,Tarragona,213,1234974,2005-06-23,Carmen
Industrial,594,2004-08-04,Alquiler,Tarragona,171,1148436,2005-06-29,Pedro
Industrial,595,2004-08-04,Venta,Barcelona,262,1343798,2005-04-15,Jesús
Oficina,600,2004-08-08,Alquiler,Barcelona,289,1275646,2005-01-29,Pedro
Casa,601,2004-08-08,Alquiler,Girona,147,919632,2005-06-23,Luisa
Industrial,602,2004-08-09,Venta,Girona,227,1218763,2005-07-27,Joaquín
Casa,603,2004-08-09,Alquiler,Barcelona,174,1408182,2005-05-23,Jesús
Local,604,2004-08-10,Alquiler,Lleida,149,704323,2005-08-03,Luisa
Piso,605,2004-08-10,Alquiler,Lleida,212,1817264,2005-06-25,María
Suelo,608,2004-08-11,Venta,Lleida,210,1117620,2005-05-12,Carmen
Suelo,609,2004-08-11,Venta,Lleida,287,1790880,2004-11-18,Pedro
Local,610,2004-08-11,Venta,Barcelona,127,1058545,2005-01-23,Joaquín
Casa,611,2004-08-11,Venta,Barcelona,294,2658936,2005-06-21,Luisa
Industrial,613,2004-08-11,Venta,Barcelona,225,1879200,2004-11-19,Pedro
Casa,614,2004-08-12,Alquiler,Barcelona,241,1085705,2005-01-28,Pedro
Local,615,2004-08-12,Venta,Lleida,283,1992320,2005-04-07,María
Piso,616,2004-08-12,Alquiler,Barcelona,231,1237929,2005-04-13,Luisa
Piso,617,2004-08-13,Venta,Lleida,172,1283980,2005-01-27,Carmen
Industrial,621,2004-08-14,Venta,Tarragona,223,2171128,2005-03-23,Carmen
Piso,622,2004-08-14,Venta,Barcelona,123,1116348,2005-06-29,Luisa
Industrial,624,2004-08-15,Venta,Tarragona,154,1122352,2005-05-11,Jesús
Industrial,625,2004-08-15,Alquiler,Girona,222,2171826,2005-01-12,Carmen
Piso,626,2004-08-16,Alquiler,Tarragona,263,2061131,2005-07-28,Joaquín
Casa,628,2004-08-16,Alquiler,Tarragona,212,1360828,2005-04-24,Jesús
Piso,629,2004-08-17,Venta,Girona,249,1427019,2004-12-04,Jesús
Parking,630,2004-08-17,Alquiler,Girona,170,1567060,2005-02-19,María
Parking,631,2004-08-17,Alquiler,Barcelona,272,1972816,2005-08-14,Carmen
Piso,632,2004-08-17,Venta,Girona,201,1816437,2005-05-10,Pedro
Parking,633,2004-08-17,Alquiler,Girona,167,1191044,2005-01-11,Luisa
Piso,634,2004-08-18,Alquiler,Tarragona,283,2576432,2005-05-13,María
Local,635,2004-08-18,Alquiler,Girona,197,981651,2005-01-17,Jesús
Piso,636,2004-08-18,Alquiler,Tarragona,181,1161477,2005-05-07,María
Casa,638,2004-08-18,Venta,Tarragona,116,915704,2005-01-27,María
Piso,639,2004-08-19,Alquiler,Girona,277,2646181,2005-07-04,Carmen
Industrial,640,2004-08-19,Alquiler,Tarragona,182,1243060,2005-07-16,María
Oficina,641,2004-08-19,Venta,Girona,249,2306238,2005-03-02,María
Industrial,642,2004-08-20,Venta,Girona,119,711382,2005-08-01,Luisa
Industrial,643,2004-08-20,Alquiler,Lleida,255,2338095,2005-08-10,Carmen
Industrial,644,2004-08-20,Alquiler,Tarragona,164,1162104,2005-05-10,Pedro
Industrial,645,2004-08-20,Venta,Tarragona,227,1917696,2005-02-22,Joaquín
Parking,646,2004-08-20,Alquiler,Lleida,168,1192800,2005-07-14,Joaquín
Oficina,648,2004-08-21,Venta,Girona,267,1153173,2005-03-28,Pedro
Piso,651,2004-08-22,Venta,Girona,207,1015956,2005-06-17,Jesús
Oficina,652,2004-08-22,Alquiler,Girona,259,1080548,2004-12-31,María
Piso,653,2004-08-22,Venta,Tarragona,147,730149,2004-12-25,Carmen
Oficina,654,2004-08-22,Alquiler,Girona,207,1953873,2005-06-10,Luisa
Oficina,655,2004-08-22,Venta,Girona,293,2787016,2005-03-23,Luisa
Oficina,656,2004-08-23,Venta,Tarragona,252,1773072,2005-04-01,Luisa
Casa,657,2004-08-23,Venta,Lleida,284,1589832,2005-02-28,Luisa
Parking,658,2004-08-23,Venta,Tarragona,286,1442870,2005-08-09,Pedro
Piso,660,2004-08-23,Venta,Tarragona,176,1003552,2005-08-05,Carmen
Local,661,2004-08-23,Venta,Girona,278,1730550,2004-12-09,María
Parking,662,2004-08-24,Alquiler,Girona,254,1963166,2005-07-27,Joaquín
Local,664,2004-08-24,Alquiler,Girona,252,2057832,2005-03-14,Luisa
Local,665,2004-08-25,Alquiler,Girona,163,1520627,2005-04-20,Pedro
Suelo,666,2004-08-26,Venta,Lleida,271,1457980,2005-05-09,Luisa
Oficina,667,2004-08-26,Venta,Barcelona,116,651920,2005-05-09,María
Parking,668,2004-08-27,Venta,Barcelona,195,1513005,2005-01-21,Pedro
Parking,669,2004-08-27,Venta,Tarragona,290,1747830,2005-01-14,Luisa
Industrial,670,2004-08-28,Venta,Barcelona,289,2188597,2005-04-27,María
Suelo,671,2004-08-28,Alquiler,Barcelona,235,1277930,2005-04-07,Luisa
Local,672,2004-08-28,Alquiler,Tarragona,186,1225926,2005-05-16,Luisa
Parking,674,2004-08-29,Venta,Girona,152,1392168,2005-08-04,Pedro
Industrial,678,2004-08-30,Venta,Barcelona,225,1239300,2005-01-29,María
Suelo,679,2004-08-30,Venta,Tarragona,113,1074969,2005-04-16,Joaquín
Piso,680,2004-08-30,Alquiler,Tarragona,249,1029864,2005-05-06,Carmen
Industrial,681,2004-08-30,Alquiler,Tarragona,284,1166104,2005-04-08,Jesús
Oficina,682,2004-08-30,Venta,Lleida,274,1577692,2005-05-11,Joaquín
Piso,683,2004-08-30,Alquiler,Lleida,121,1049433,2005-06-07,Jesús
Parking,684,2004-08-31,Venta,Tarragona,247,2285244,2005-03-07,María
Piso,687,2004-09-01,Alquiler,Lleida,240,1214880,2005-04-09,Luisa
Suelo,688,2004-09-01,Venta,Lleida,163,688838,2004-12-13,Luisa
Casa,691,2004-09-02,Alquiler,Girona,118,827062,2005-03-22,Joaquín
Oficina,692,2004-09-02,Venta,Lleida,177,1022883,2005-04-29,María
Suelo,693,2004-09-03,Venta,Barcelona,269,1722407,2004-12-21,Jesús
Local,695,2004-09-03,Venta,Lleida,205,1524585,2005-05-02,Pedro
Suelo,696,2004-09-04,Alquiler,Tarragona,256,1379328,2005-03-27,Luisa
Local,697,2004-09-04,Alquiler,Barcelona,163,1570016,2005-08-04,Carmen
Parking,698,2004-09-05,Alquiler,Girona,187,789140,2005-05-16,Carmen
Local,700,2004-09-06,Alquiler,Girona,299,1251315,2005-01-20,Luisa
Casa,701,2004-09-06,Venta,Girona,225,2023200,2004-12-27,Joaquín
Piso,702,2004-09-07,Alquiler,Girona,295,2553225,2005-01-14,Carmen
Casa,703,2004-09-07,Venta,Tarragona,160,1341120,2005-07-25,María
Piso,704,2004-09-08,Alquiler,Barcelona,278,2540364,2005-04-12,Carmen
Oficina,705,2004-09-08,Alquiler,Tarragona,271,1165842,2005-02-10,Luisa
Piso,706,2004-09-08,Alquiler,Girona,258,1501560,2005-01-05,Joaquín
Industrial,707,2004-09-08,Venta,Girona,215,1713120,2005-05-27,Carmen
Industrial,708,2004-09-08,Venta,Tarragona,158,1124012,2005-05-03,Pedro
Casa,709,2004-09-09,Alquiler,Tarragona,210,1181670,2005-07-13,Jesús
Parking,710,2004-09-09,Venta,Lleida,274,1291636,2005-05-24,María
Casa,711,2004-09-10,Venta,Tarragona,289,2114035,2004-12-14,Luisa
Parking,712,2004-09-10,Alquiler,Lleida,244,2280668,2005-07-16,María
Casa,714,2004-09-10,Alquiler,Lleida,235,2135210,2005-05-14,Pedro
Oficina,716,2004-09-10,Alquiler,Barcelona,206,1793848,2005-09-03,Luisa
Suelo,718,2004-09-11,Alquiler,Girona,161,736092,2005-02-26,María
Oficina,719,2004-09-11,Venta,Tarragona,283,1565839,2005-06-15,Pedro
Casa,720,2004-09-11,Venta,Tarragona,226,2216608,2005-07-09,Luisa
Oficina,724,2004-09-12,Alquiler,Barcelona,241,2085373,2005-07-07,Joaquín
Oficina,725,2004-09-13,Alquiler,Barcelona,180,901980,2005-02-07,Carmen
Parking,726,2004-09-13,Venta,Girona,112,1081360,2005-05-03,María
Suelo,727,2004-09-15,Alquiler,Girona,195,1168440,2004-12-30,Luisa
Suelo,728,2004-09-16,Venta,Barcelona,139,585746,2005-05-03,Pedro
Casa,729,2004-09-16,Alquiler,Lleida,197,1905187,2005-09-15,Pedro
Parking,730,2004-09-16,Alquiler,Tarragona,284,1830664,2005-01-02,Pedro
Casa,731,2004-09-16,Venta,Girona,109,555246,2005-04-10,Joaquín
Suelo,732,2004-09-16,Venta,Tarragona,117,652743,2004-12-23,Pedro
Oficina,733,2004-09-17,Alquiler,Girona,164,1225244,2005-08-07,Jesús
Industrial,736,2004-09-19,Venta,Barcelona,112,840560,2005-06-29,Pedro
Suelo,738,2004-09-19,Alquiler,Lleida,294,1201578,2005-01-31,Luisa
Piso,739,2004-09-20,Venta,Barcelona,250,1527750,2005-02-10,Luisa
Parking,740,2004-09-21,Alquiler,Barcelona,254,2328418,2005-01-06,Joaquín
Parking,741,2004-09-21,Venta,Tarragona,126,1184274,2005-07-28,María
Suelo,742,2004-09-22,Venta,Barcelona,218,1330236,2004-12-27,Pedro
Oficina,746,2004-09-22,Alquiler,Tarragona,136,761056,2005-04-11,Jesús
Suelo,747,2004-09-22,Alquiler,Barcelona,178,1355470,2004-12-24,María
Industrial,748,2004-09-22,Alquiler,Girona,228,2145480,2005-06-21,María
Local,749,2004-09-23,Venta,Lleida,114,679554,2005-09-16,Pedro
Parking,750,2004-09-23,Alquiler,Girona,294,1335936,2005-07-14,Carmen
Parking,751,2004-09-23,Venta,Girona,132,556116,2005-09-11,Luisa
Local,752,2004-09-25,Venta,Barcelona,182,1509872,2005-08-05,Luisa
Piso,754,2004-09-25,Alquiler,Tarragona,251,1206557,2005-05-20,María
Oficina,755,2004-09-25,Venta,Tarragona,235,2202655,2005-04-16,Pedro
Piso,758,2004-09-26,Venta,Barcelona,272,1535168,2005-07-26,Luisa
Piso,759,2004-09-26,Alquiler,Tarragona,117,823680,2005-01-19,María
Casa,760,2004-09-26,Alquiler,Barcelona,299,1695330,2005-07-14,Joaquín
Piso,763,2004-09-27,Alquiler,Girona,291,2411808,2005-02-28,Joaquín
Oficina,764,2004-09-27,Alquiler,Girona,210,1122240,2005-08-27,Pedro
Local,765,2004-09-28,Alquiler,Girona,291,2354481,2005-01-26,Carmen
Piso,766,2004-09-29,Alquiler,Girona,204,1044480,2005-04-17,Jesús
Piso,768,2004-09-29,Venta,Girona,231,1213212,2005-06-24,Carmen
Casa,769,2004-10-02,Venta,Barcelona,159,1162131,2005-08-25,Pedro
Oficina,770,2004-10-04,Venta,Lleida,185,1343840,2005-04-17,Carmen
Suelo,772,2004-10-04,Venta,Barcelona,277,1363948,2005-01-02,Jesús
Local,774,2004-10-05,Alquiler,Tarragona,244,2332152,2005-06-05,Joaquín
Local,775,2004-10-05,Venta,Lleida,204,1606500,2005-07-25,Carmen
Local,778,2004-10-06,Alquiler,Barcelona,228,1554732,2005-08-17,Jesús
Local,779,2004-10-06,Alquiler,Tarragona,256,1877760,2005-04-14,María
Local,780,2004-10-06,Venta,Tarragona,185,1607280,2005-03-28,Carmen
Suelo,781,2004-10-06,Alquiler,Lleida,158,1217390,2005-04-27,Luisa
Oficina,783,2004-10-06,Alquiler,Girona,219,1455693,2005-01-28,Joaquín
Casa,785,2004-10-06,Alquiler,Barcelona,228,1685148,2005-10-05,Luisa
Parking,786,2004-10-06,Venta,Lleida,224,913248,2005-07-03,Jesús
Casa,787,2004-10-06,Venta,Barcelona,279,2064879,2005-05-07,María
Piso,789,2004-10-07,Venta,Barcelona,251,1781849,2005-07-23,Luisa
Piso,790,2004-10-07,Venta,Tarragona,108,647460,2005-03-10,Luisa
Industrial,791,2004-10-08,Venta,Girona,113,869196,2005-07-28,Jesús
Piso,792,2004-10-08,Venta,Tarragona,292,1565120,2005-10-02,Joaquín
Oficina,794,2004-10-10,Venta,Tarragona,277,1522946,2005-03-09,Joaquín
Casa,796,2004-10-10,Alquiler,Lleida,110,950290,2005-06-08,Carmen
Oficina,797,2004-10-11,Venta,Barcelona,255,1442280,2005-05-04,Jesús
Piso,798,2004-10-11,Venta,Girona,222,1478742,2005-09-24,Jesús
Suelo,799,2004-10-11,Alquiler,Tarragona,278,2209822,2005-02-27,Jesús
Local,801,2004-10-13,Alquiler,Tarragona,159,1323198,2005-08-26,Jesús
Suelo,802,2004-10-13,Venta,Lleida,114,1106028,2005-02-27,María
Local,803,2004-10-13,Alquiler,Tarragona,163,1115409,2005-03-14,María
Industrial,804,2004-10-13,Venta,Girona,114,580032,2005-03-28,Jesús
Piso,805,2004-10-14,Alquiler,Barcelona,243,1469178,2005-02-18,Pedro
Suelo,807,2004-10-15,Alquiler,Tarragona,259,1891736,2005-07-18,María
Oficina,808,2004-10-15,Alquiler,Girona,119,630224,2005-04-09,Joaquín
Casa,809,2004-10-15,Venta,Tarragona,222,1292484,2005-10-01,Pedro
Industrial,811,2004-10-16,Venta,Lleida,214,1805518,2005-08-30,Carmen
Oficina,812,2004-10-16,Venta,Tarragona,236,2208252,2005-04-21,Pedro
Casa,813,2004-10-17,Venta,Girona,138,733470,2005-04-04,Pedro
Oficina,814,2004-10-17,Alquiler,Barcelona,192,1627200,2005-01-27,Luisa
Industrial,815,2004-10-17,Venta,Tarragona,182,1690416,2005-09-04,Pedro
Parking,816,2004-10-18,Alquiler,Barcelona,232,2180104,2005-07-19,Joaquín
Suelo,817,2004-10-18,Alquiler,Barcelona,158,878638,2005-05-05,Joaquín
Parking,819,2004-10-19,Venta,Barcelona,102,562632,2005-09-01,Luisa
Piso,820,2004-10-19,Alquiler,Tarragona,206,1688170,2005-07-17,Jesús
Parking,821,2004-10-19,Venta,Girona,161,1392006,2005-07-12,María
Industrial,822,2004-10-20,Venta,Tarragona,259,1628333,2005-08-09,María
Parking,823,2004-10-20,Venta,Lleida,177,992793,2005-03-20,Carmen
Local,825,2004-10-21,Venta,Tarragona,172,866880,2005-09-01,Luisa
Oficina,826,2004-10-21,Alquiler,Girona,239,1709567,2005-06-10,Jesús
Industrial,827,2004-10-22,Venta,Tarragona,149,1391809,2005-08-06,Pedro
Industrial,828,2004-10-23,Alquiler,Barcelona,199,1278774,2005-04-06,Pedro
Local,829,2004-10-23,Venta,Lleida,152,1218888,2005-03-04,Joaquín
Local,830,2004-10-24,Venta,Lleida,143,1409551,2005-04-23,Jesús
Parking,831,2004-10-24,Venta,Girona,115,880900,2005-07-04,Carmen
Oficina,833,2004-10-24,Alquiler,Lleida,212,1968632,2005-10-23,Pedro
Parking,835,2004-10-25,Venta,Lleida,168,1276800,2005-07-25,Carmen
Suelo,836,2004-10-25,Venta,Tarragona,274,2124596,2005-02-21,Carmen
Local,837,2004-10-27,Venta,Girona,127,1021334,2005-05-21,Joaquín
Local,839,2004-10-27,Venta,Lleida,109,1029178,2005-07-13,Joaquín
Parking,840,2004-10-27,Alquiler,Girona,114,1040478,2005-04-29,Carmen
Piso,841,2004-10-27,Venta,Girona,120,1061160,2005-04-13,Luisa
Suelo,842,2004-10-29,Venta,Barcelona,109,942196,2005-08-31,Joaquín
Casa,843,2004-10-30,Venta,Barcelona,175,1712725,2005-03-12,Carmen
Local,844,2004-10-30,Alquiler,Tarragona,121,593021,2005-02-28,Luisa
Industrial,845,2004-10-31,Venta,Tarragona,280,1485680,2005-10-23,Luisa
Suelo,846,2004-10-31,Alquiler,Tarragona,246,2214984,2005-09-22,Joaquín
Piso,847,2004-10-31,Alquiler,Girona,121,731929,2005-06-27,Pedro
Oficina,848,2004-10-31,Alquiler,Tarragona,223,1566129,2005-04-06,Jesús
Casa,849,2004-11-01,Venta,Tarragona,120,1003320,2005-07-18,Carmen
Piso,850,2004-11-01,Alquiler,Girona,159,1391091,2005-06-16,Carmen
Casa,851,2004-11-01,Alquiler,Girona,157,1032118,2005-06-16,Luisa
Casa,852,2004-11-02,Alquiler,Girona,237,1768020,2005-04-27,Luisa
Piso,853,2004-11-02,Venta,Tarragona,246,1708716,2005-03-16,Jesús
Piso,854,2004-11-02,Alquiler,Lleida,299,2430272,2005-03-26,Carmen
Suelo,855,2004-11-03,Venta,Girona,223,1650200,2005-08-28,Carmen
Industrial,856,2004-11-03,Venta,Barcelona,247,995657,2005-06-29,Jesús
Industrial,857,2004-11-03,Venta,Girona,238,2379048,2005-09-08,María
Oficina,858,2004-11-03,Alquiler,Lleida,251,1821758,2005-06-11,Luisa
Piso,860,2004-11-03,Venta,Lleida,288,2242656,2005-02-11,Jesús
Local,862,2004-11-04,Alquiler,Barcelona,152,631560,2005-10-28,Joaquín
Oficina,863,2004-11-06,Alquiler,Barcelona,246,2328636,2005-03-10,Luisa
Industrial,864,2004-11-06,Venta,Girona,108,553608,2005-02-04,Luisa
Parking,865,2004-11-06,Alquiler,Girona,110,523160,2005-09-11,Joaquín
Parking,866,2004-11-07,Venta,Girona,136,1054544,2005-09-18,María
Suelo,868,2004-11-07,Venta,Tarragona,127,912114,2005-09-20,Joaquín
Parking,869,2004-11-07,Alquiler,Lleida,183,1082079,2005-09-07,Carmen
Industrial,870,2004-11-08,Venta,Tarragona,245,1951180,2005-04-06,Luisa
Piso,872,2004-11-09,Alquiler,Girona,185,1390460,2005-08-29,Jesús
Industrial,873,2004-11-09,Alquiler,Lleida,295,2923155,2005-05-06,Luisa
Oficina,875,2004-11-09,Alquiler,Girona,147,1259202,2005-05-03,Pedro
Industrial,876,2004-11-09,Venta,Tarragona,114,968658,2005-06-29,María
Oficina,877,2004-11-09,Alquiler,Lleida,128,549120,2005-03-16,Carmen
Industrial,878,2004-11-10,Alquiler,Barcelona,145,1372135,2005-04-18,Pedro
Oficina,879,2004-11-10,Venta,Lleida,147,1070307,2005-07-10,Pedro
Parking,880,2004-11-11,Alquiler,Lleida,272,1542784,2005-06-24,Joaquín
Casa,881,2004-11-11,Alquiler,Lleida,113,645569,2005-06-10,Carmen
Local,882,2004-11-11,Venta,Tarragona,220,970420,2005-08-28,Luisa
Piso,883,2004-11-11,Venta,Girona,266,1370964,2005-10-22,María
Piso,884,2004-11-11,Venta,Girona,125,590875,2005-09-20,Carmen
Casa,885,2004-11-11,Alquiler,Lleida,151,719213,2005-02-23,Jesús
