Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Industrial,999,2004-12-23,Venta,Girona,67,430743,2005-06-06,Pedro
Parking,1000,2004-12-24,Venta,Lleida,300,2707200,2005-10-15,Luisa
Piso,1002,2004-12-25,Alquiler,Barcelona,292,2677056,2005-07-22,María
Parking,1003,2004-12-25,Venta,Tarragona,87,638058,2005-07-19,Jesús
Piso,1004,2004-12-26,Venta,Lleida,95,866780,2005-04-15,Jesús
Oficina,1007,2004-12-27,Alquiler,Tarragona,86,822504,2005-08-17,Jesús
Piso,1011,2004-12-27,Alquiler,Barcelona,96,862848,2005-12-23,María
Parking,1017,2005-01-01,Venta,Girona,217,2101862,2005-10-23,Carmen
Suelo,1019,2005-01-02,Venta,Lleida,47,369984,2005-08-24,Jesús
Suelo,1021,2005-01-02,Alquiler,Girona,86,452962,2005-10-24,Joaquín
Industrial,1025,2005-01-04,Alquiler,Tarragona,216,2022624,2005-05-07,Jesús
Casa,1027,2005-01-04,Alquiler,Girona,79,352972,2005-11-06,Joaquín
Casa,1028,2005-01-05,Venta,Lleida,81,610416,2005-11-25,Joaquín
Industrial,1035,2005-01-07,Venta,Barcelona,252,2398788,2005-11-19,Jesús
Industrial,1037,2005-01-08,Venta,Lleida,271,2496723,2005-12-12,Jesús
Piso,1038,2005-01-08,Alquiler,Girona,59,325326,2005-04-09,Carmen
Suelo,1042,2005-01-10,Venta,Tarragona,90,374310,2005-12-07,María
Parking,1045,2005-01-11,Alquiler,Girona,260,2402920,2005-10-09,Joaquín
Casa,1048,2005-01-12,Alquiler,Barcelona,279,2362572,2005-09-25,Luisa
Oficina,1049,2005-01-12,Venta,Barcelona,73,672987,2005-04-21,Joaquín
Casa,1052,2005-01-12,Venta,Girona,75,624600,2005-12-12,María
Industrial,1053,2005-01-13,Venta,Girona,42,224280,2005-07-10,María
Oficina,1054,2005-01-14,Alquiler,Barcelona,251,2138771,2005-05-15,Carmen
Suelo,1056,2005-01-15,Alquiler,Girona,45,300105,2005-06-02,Carmen
Casa,1057,2005-01-15,Venta,Barcelona,90,599850,2005-12-30,María
Piso,1060,2005-01-17,Venta,Barcelona,80,500560,2005-12-11,Jesús
Industrial,1061,2005-01-17,Venta,Barcelona,45,259515,2005-12-17,Joaquín
Parking,1062,2005-01-18,Venta,Tarragona,68,652052,2005-09-20,Joaquín
Piso,1064,2005-01-19,Alquiler,Girona,80,607200,2005-11-20,Carmen
Suelo,1066,2005-01-20,Venta,Girona,287,2808008,2005-06-24,Pedro
Oficina,1073,2005-01-22,Alquiler,Tarragona,246,2083866,2005-07-25,Luisa
Industrial,1074,2005-01-22,Alquiler,Lleida,293,2141830,2005-09-19,Joaquín
Parking,1075,2005-01-23,Alquiler,Barcelona,290,2275050,2005-09-20,Jesús
Parking,1076,2005-01-23,Venta,Lleida,72,298368,2005-04-26,Luisa
Oficina,1079,2005-01-24,Venta,Girona,91,777686,2005-10-19,Luisa
Local,1080,2005-01-24,Alquiler,Lleida,287,2279354,2005-12-15,Joaquín
Industrial,1085,2005-01-25,Venta,Barcelona,47,424175,2005-06-19,Joaquín
Piso,1086,2005-01-25,Alquiler,Lleida,260,2546180,2005-05-23,Carmen
Piso,1092,2005-01-29,Alquiler,Tarragona,299,2130375,2005-10-28,Carmen
Parking,1093,2005-01-31,Alquiler,Girona,222,2209344,2005-09-09,Carmen
Local,1096,2005-02-01,Venta,Girona,64,539392,2005-08-03,Pedro
Industrial,1099,2005-02-02,Alquiler,Girona,82,621314,2005-09-07,Luisa
Suelo,1101,2005-02-02,Alquiler,Lleida,73,468952,2005-06-11,Joaquín
Parking,1105,2005-02-03,Alquiler,Tarragona,97,541648,2005-06-11,Carmen
Parking,1109,2005-02-05,Alquiler,Tarragona,286,2064634,2005-05-26,Carmen
Parking,1111,2005-02-06,Alquiler,Barcelona,87,372447,2005-07-17,Jesús
Industrial,1114,2005-02-07,Venta,Girona,76,499244,2005-07-04,Luisa
Local,1116,2005-02-08,Venta,Lleida,96,493632,2006-01-13,Jesús
Parking,1118,2005-02-09,Alquiler,Lleida,293,2741308,2005-10-20,María
Casa,1125,2005-02-13,Alquiler,Tarragona,245,2287075,2006-01-31,Luisa
Piso,1127,2005-02-14,Alquiler,Tarragona,75,359775,2005-05-29,María
Casa,1130,2005-02-15,Alquiler,Barcelona,58,444338,2005-06-04,Carmen
Piso,1132,2005-02-15,Alquiler,Barcelona,92,900956,2005-06-14,Pedro
Casa,1135,2005-02-16,Alquiler,Tarragona,58,349102,2005-10-22,Carmen
Suelo,1136,2005-02-16,Venta,Lleida,67,297882,2006-02-08,Joaquín
Piso,1137,2005-02-16,Venta,Lleida,75,563475,2005-12-25,Pedro
Industrial,1139,2005-02-16,Venta,Girona,96,742176,2005-12-15,Pedro
Suelo,1144,2005-02-17,Alquiler,Barcelona,256,2176768,2006-02-13,Carmen
Oficina,1149,2005-02-18,Alquiler,Lleida,61,481656,2005-09-18,Carmen
Suelo,1153,2005-02-19,Venta,Lleida,272,2021232,2005-10-16,Jesús
Piso,1154,2005-02-20,Alquiler,Barcelona,292,2865688,2005-08-21,Carmen
Suelo,1155,2005-02-20,Venta,Tarragona,94,857374,2005-12-11,Carmen
Oficina,1158,2005-02-20,Venta,Barcelona,298,2436448,2005-08-13,Carmen
Industrial,1160,2005-02-21,Venta,Barcelona,276,2148384,2005-10-12,Jesús
Industrial,1163,2005-02-22,Alquiler,Tarragona,81,523989,2005-10-13,Joaquín
Local,1173,2005-02-25,Venta,Lleida,83,463306,2005-09-04,María
Piso,1174,2005-02-26,Venta,Lleida,72,322344,2005-08-03,María
Local,1175,2005-02-26,Alquiler,Girona,62,484592,2005-10-09,María
Suelo,1177,2005-02-27,Alquiler,Lleida,77,711634,2005-11-10,Jesús
Casa,1179,2005-02-27,Venta,Barcelona,91,780598,2005-11-07,Jesús
Oficina,1180,2005-02-28,Alquiler,Barcelona,70,354270,2005-11-18,Jesús
Casa,1181,2005-02-28,Alquiler,Barcelona,45,425790,2006-01-16,María
Parking,1183,2005-03-01,Alquiler,Girona,45,360540,2005-09-02,María
Oficina,1184,2005-03-01,Alquiler,Lleida,94,639952,2005-09-26,Luisa
Industrial,1187,2005-03-03,Alquiler,Girona,50,442300,2005-06-30,María
Parking,1188,2005-03-03,Alquiler,Girona,93,375813,2005-07-12,Pedro
Casa,1192,2005-03-04,Alquiler,Girona,235,2055310,2006-01-03,Jesús
Piso,1195,2005-03-04,Alquiler,Girona,92,743360,2005-08-11,Pedro
Suelo,1197,2005-03-06,Venta,Tarragona,57,233358,2005-12-18,Luisa
Piso,1198,2005-03-06,Venta,Barcelona,98,917378,2005-12-06,Pedro
Oficina,1199,2005-03-06,Alquiler,Barcelona,42,235746,2005-07-25,Joaquín
Local,1200,2005-03-06,Venta,Barcelona,60,474600,2005-10-01,Luisa
Suelo,1201,2005-03-07,Venta,Tarragona,54,298350,2005-06-14,Carmen
Oficina,1204,2005-03-07,Venta,Barcelona,255,2151435,2005-08-26,Pedro
Local,1205,2005-03-07,Venta,Barcelona,213,2105079,2005-07-25,Joaquín
Piso,1209,2005-03-08,Alquiler,Girona,91,395850,2005-12-10,Carmen
Piso,1215,2005-03-10,Alquiler,Lleida,42,293370,2005-08-20,Pedro
Piso,1216,2005-03-10,Alquiler,Lleida,281,2688046,2005-10-24,Luisa
Suelo,1219,2005-03-11,Venta,Barcelona,251,2234653,2005-08-01,Luisa
Parking,1220,2005-03-12,Venta,Tarragona,90,438480,2005-10-23,Joaquín
Local,1221,2005-03-12,Alquiler,Barcelona,269,2032295,2005-11-27,Joaquín
Suelo,1229,2005-03-14,Alquiler,Tarragona,79,451643,2006-01-15,María
Suelo,1230,2005-03-15,Venta,Girona,268,2422720,2005-11-27,Carmen
Parking,1233,2005-03-17,Venta,Lleida,88,820776,2005-08-20,Carmen
Casa,1237,2005-03-19,Alquiler,Lleida,55,376090,2006-02-27,Joaquín
Industrial,1240,2005-03-19,Alquiler,Lleida,285,2562435,2005-06-20,Carmen
Local,1241,2005-03-19,Alquiler,Tarragona,88,630608,2005-12-17,Joaquín
Industrial,1243,2005-03-20,Alquiler,Girona,52,269516,2005-08-21,Carmen
Parking,1246,2005-03-21,Venta,Barcelona,68,367132,2005-08-31,Joaquín
Parking,1249,2005-03-22,Alquiler,Barcelona,99,500148,2005-08-09,Joaquín
Industrial,1253,2005-03-23,Alquiler,Barcelona,71,459725,2006-01-26,Joaquín
Casa,1255,2005-03-24,Venta,Girona,40,354360,2005-10-16,Carmen
Industrial,1260,2005-03-26,Venta,Barcelona,91,485849,2005-07-24,Pedro
Industrial,1262,2005-03-26,Alquiler,Barcelona,68,525096,2005-08-27,Joaquín
Suelo,1265,2005-03-28,Alquiler,Barcelona,67,627321,2005-07-12,Joaquín
Oficina,1266,2005-03-28,Venta,Tarragona,57,363261,2005-07-24,Joaquín
Parking,1267,2005-03-29,Venta,Lleida,40,349720,2006-02-14,Luisa
Casa,1270,2005-03-30,Alquiler,Barcelona,88,531784,2006-01-11,Joaquín
Industrial,1277,2005-04-02,Alquiler,Lleida,285,2232690,2006-01-29,María
Suelo,1284,2005-04-05,Alquiler,Tarragona,75,400875,2005-08-26,Joaquín
Piso,1285,2005-04-05,Alquiler,Girona,72,682344,2005-08-26,Pedro
Parking,1286,2005-04-05,Alquiler,Girona,297,2872287,2005-09-16,Luisa
Casa,1288,2005-04-05,Alquiler,Tarragona,244,2413648,2006-01-06,María
Oficina,1296,2005-04-07,Venta,Lleida,89,716272,2005-08-31,Carmen
Suelo,1300,2005-04-09,Venta,Barcelona,71,309702,2005-08-09,Carmen
Suelo,1301,2005-04-10,Venta,Tarragona,299,2531334,2005-12-18,Carmen
Casa,1302,2005-04-11,Venta,Girona,288,2371392,2005-11-17,Luisa
Oficina,1305,2005-04-14,Venta,Tarragona,91,778141,2005-09-15,Jesús
Casa,1306,2005-04-14,Venta,Barcelona,274,2229812,2005-08-26,María
Industrial,1307,2005-04-15,Venta,Girona,264,2589312,2005-07-20,Pedro
Parking,1309,2005-04-15,Alquiler,Lleida,99,574200,2005-09-16,Pedro
Oficina,1317,2005-04-17,Venta,Tarragona,93,375999,2006-01-12,Pedro
Local,1321,2005-04-18,Alquiler,Girona,271,2478566,2005-07-21,Pedro
Local,1322,2005-04-18,Venta,Lleida,245,2396835,2005-08-18,Joaquín
Piso,1323,2005-04-19,Alquiler,Lleida,84,431760,2006-04-09,Carmen
Oficina,1324,2005-04-19,Venta,Girona,48,454416,2005-09-25,Pedro
Piso,1325,2005-04-19,Alquiler,Barcelona,73,563122,2005-10-25,Carmen
Industrial,1327,2005-04-19,Venta,Barcelona,43,281521,2005-10-27,Jesús
Parking,1328,2005-04-20,Alquiler,Barcelona,273,2306031,2005-09-25,Carmen
Casa,1330,2005-04-20,Alquiler,Lleida,263,2094795,2006-02-12,Carmen
Industrial,1333,2005-04-21,Venta,Tarragona,42,287952,2006-01-01,Carmen
Suelo,1334,2005-04-21,Alquiler,Lleida,79,705628,2006-02-25,Luisa
Industrial,1336,2005-04-22,Alquiler,Tarragona,266,2583126,2005-12-02,Pedro
Local,1337,2005-04-23,Alquiler,Girona,69,493971,2005-09-05,María
Oficina,1338,2005-04-24,Venta,Girona,40,163920,2006-04-09,Carmen
Oficina,1339,2005-04-24,Alquiler,Tarragona,77,716793,2006-02-25,Pedro
Suelo,1343,2005-04-25,Alquiler,Barcelona,269,2292149,2006-01-22,Carmen
Suelo,1345,2005-04-25,Alquiler,Lleida,51,370158,2006-04-21,Jesús
Local,1346,2005-04-25,Alquiler,Barcelona,50,333650,2005-12-16,Carmen
Suelo,1350,2005-04-26,Alquiler,Girona,98,425712,2006-03-23,Pedro
Piso,1351,2005-04-26,Venta,Tarragona,59,505040,2005-09-08,Carmen
Industrial,1354,2005-04-28,Venta,Barcelona,242,2418064,2005-10-24,Jesús
Local,1358,2005-04-29,Venta,Tarragona,274,2474494,2006-03-25,Carmen
Industrial,1364,2005-05-01,Venta,Lleida,82,783510,2006-02-13,Joaquín
Casa,1365,2005-05-01,Venta,Girona,65,350155,2005-11-14,María
Suelo,1367,2005-05-02,Alquiler,Girona,81,567486,2006-01-26,María
Oficina,1368,2005-05-02,Venta,Tarragona,45,183105,2005-12-06,Joaquín
Casa,1371,2005-05-03,Alquiler,Barcelona,77,406252,2006-02-25,María
Industrial,1372,2005-05-04,Venta,Barcelona,286,2633774,2005-09-01,Carmen
Suelo,1373,2005-05-04,Venta,Lleida,224,2211328,2006-02-23,Pedro
Suelo,1381,2005-05-06,Alquiler,Lleida,94,902212,2006-04-30,Jesús
Parking,1385,2005-05-08,Venta,Barcelona,258,2066064,2005-11-25,María
Casa,1388,2005-05-08,Venta,Girona,270,2288520,2005-11-02,Joaquín
Oficina,1393,2005-05-09,Venta,Tarragona,44,305756,2005-11-02,Carmen
Casa,1394,2005-05-09,Venta,Barcelona,254,2011934,2006-03-04,Jesús
Casa,1401,2005-05-13,Venta,Barcelona,280,2349200,2006-04-13,Pedro
Suelo,1403,2005-05-14,Alquiler,Girona,254,2417572,2005-09-20,María
Parking,1405,2005-05-15,Venta,Girona,71,493166,2005-12-08,Joaquín
Oficina,1410,2005-05-18,Venta,Tarragona,80,662000,2006-04-08,Carmen
Industrial,1412,2005-05-18,Alquiler,Girona,233,2120067,2006-02-24,Jesús
Casa,1416,2005-05-21,Alquiler,Barcelona,97,834394,2006-05-20,Jesús
Piso,1418,2005-05-21,Alquiler,Tarragona,87,520521,2005-09-15,Carmen
Parking,1425,2005-05-23,Venta,Barcelona,63,516159,2006-03-13,Luisa
Casa,1426,2005-05-24,Alquiler,Tarragona,86,467410,2005-09-15,Jesús
Parking,1427,2005-05-24,Alquiler,Girona,223,2228439,2005-09-17,Carmen
Industrial,1430,2005-05-25,Venta,Lleida,63,416430,2006-01-09,Pedro
Suelo,1432,2005-05-25,Venta,Barcelona,54,264438,2005-08-23,Joaquín
Casa,1435,2005-05-27,Alquiler,Girona,80,548000,2005-11-30,Joaquín
Industrial,1441,2005-05-29,Alquiler,Tarragona,249,2116251,2006-01-14,Carmen
Casa,1443,2005-05-29,Alquiler,Tarragona,73,672257,2006-02-15,Luisa
Parking,1446,2005-05-30,Venta,Tarragona,54,470988,2006-01-02,María
Oficina,1447,2005-05-31,Alquiler,Barcelona,96,567072,2005-10-30,Jesús
Piso,1449,2005-06-01,Alquiler,Girona,85,706690,2006-01-03,Joaquín
Suelo,1450,2005-06-01,Alquiler,Barcelona,69,499698,2005-08-31,Pedro
Industrial,1452,2005-06-03,Venta,Girona,70,455000,2005-10-22,Pedro
Oficina,1456,2005-06-05,Venta,Tarragona,223,2190752,2006-04-24,Joaquín
Oficina,1457,2005-06-05,Venta,Lleida,93,496806,2006-03-17,Joaquín
Industrial,1459,2005-06-05,Venta,Girona,76,456532,2005-09-19,Joaquín
Piso,1462,2005-06-06,Venta,Lleida,80,471440,2005-09-28,Luisa
Piso,1465,2005-06-08,Alquiler,Tarragona,61,525454,2006-04-10,Luisa
Casa,1467,2005-06-09,Venta,Lleida,299,2333097,2005-09-15,María
Suelo,1469,2005-06-09,Alquiler,Lleida,54,419256,2006-03-08,Pedro
Industrial,1470,2005-06-09,Alquiler,Tarragona,274,2690954,2006-05-17,Joaquín
Casa,1471,2005-06-09,Alquiler,Tarragona,67,485013,2005-11-27,Joaquín
Casa,1474,2005-06-11,Alquiler,Tarragona,269,2549313,2006-02-20,Carmen
Casa,1475,2005-06-11,Alquiler,Tarragona,53,216187,2006-04-18,Jesús
Parking,1476,2005-06-11,Alquiler,Lleida,248,2172232,2005-09-20,Pedro
Parking,1477,2005-06-12,Alquiler,Girona,73,364270,2006-02-02,María
Industrial,1479,2005-06-13,Venta,Tarragona,51,417231,2006-03-19,Pedro
Oficina,1483,2005-06-13,Venta,Barcelona,64,368384,2005-09-15,Jesús
Parking,1484,2005-06-13,Alquiler,Barcelona,282,2677590,2006-04-08,Luisa
Suelo,1496,2005-06-18,Venta,Lleida,278,2520904,2006-05-12,Luisa
Casa,1498,2005-06-18,Alquiler,Girona,55,256630,2005-10-23,María
Suelo,1501,2005-06-21,Venta,Lleida,52,317044,2006-04-16,Jesús
Suelo,1505,2005-06-22,Venta,Tarragona,47,220148,2006-06-14,Jesús
Suelo,1506,2005-06-22,Alquiler,Girona,256,2512640,2006-03-16,Jesús
Casa,1508,2005-06-22,Venta,Girona,274,2594780,2006-02-23,María
Piso,1509,2005-06-22,Venta,Girona,244,2180628,2006-02-05,Pedro
Casa,1512,2005-06-23,Alquiler,Girona,261,2419209,2006-05-25,María
Piso,1519,2005-06-28,Venta,Lleida,74,659858,2006-05-27,Carmen
Casa,1521,2005-06-29,Alquiler,Barcelona,53,399143,2005-11-08,Jesús
Suelo,1522,2005-06-29,Venta,Barcelona,40,306120,2005-11-24,Carmen
Local,1525,2005-06-30,Venta,Tarragona,252,2283372,2006-02-12,Carmen
Oficina,1526,2005-06-30,Venta,Girona,68,586908,2006-05-28,Luisa
Parking,1527,2005-06-30,Venta,Tarragona,50,400600,2005-10-02,María
Piso,1530,2005-06-30,Alquiler,Tarragona,69,480240,2006-06-07,Jesús
Local,1531,2005-07-01,Venta,Lleida,251,2325766,2005-10-20,Joaquín
Local,1533,2005-07-01,Alquiler,Girona,71,540452,2006-01-24,Jesús
Suelo,1535,2005-07-04,Venta,Tarragona,68,456756,2005-11-20,Pedro
Parking,1536,2005-07-04,Venta,Girona,43,361759,2005-12-01,Jesús
Suelo,1540,2005-07-05,Alquiler,Tarragona,227,2223919,2005-11-19,Joaquín
Industrial,1542,2005-07-06,Venta,Tarragona,243,2401083,2006-04-08,Joaquín
Oficina,1543,2005-07-06,Venta,Girona,53,381494,2005-12-27,Luisa
Oficina,1545,2005-07-06,Venta,Lleida,88,866008,2006-06-23,Pedro
Casa,1548,2005-07-08,Alquiler,Barcelona,45,330885,2006-04-16,Jesús
Oficina,1549,2005-07-08,Alquiler,Tarragona,59,519259,2005-10-30,María
Suelo,1554,2005-07-11,Venta,Barcelona,63,618786,2006-07-07,Luisa
Local,1562,2005-07-15,Venta,Girona,74,583638,2005-10-17,Luisa
Piso,1565,2005-07-16,Venta,Tarragona,80,533840,2006-05-29,Luisa
Oficina,1567,2005-07-16,Alquiler,Tarragona,296,2057496,2005-11-13,Jesús
Piso,1568,2005-07-17,Alquiler,Lleida,210,2005080,2006-04-25,Pedro
Oficina,1569,2005-07-17,Alquiler,Tarragona,273,2202837,2006-06-27,María
Parking,1570,2005-07-17,Alquiler,Barcelona,67,347931,2006-04-28,Pedro
Piso,1576,2005-07-20,Alquiler,Lleida,298,2207286,2006-07-09,Pedro
Suelo,1581,2005-07-21,Alquiler,Tarragona,233,2224917,2005-10-27,Jesús
Parking,1582,2005-07-21,Alquiler,Lleida,297,2463021,2006-03-13,María
Local,1588,2005-07-23,Alquiler,Girona,245,2170945,2006-05-14,Jesús
Casa,1593,2005-07-24,Alquiler,Tarragona,77,562947,2005-10-25,Luisa
Local,1594,2005-07-25,Venta,Girona,80,568880,2005-10-29,Carmen
Parking,1595,2005-07-25,Venta,Lleida,96,645408,2006-05-27,Luisa
Suelo,1596,2005-07-25,Alquiler,Barcelona,264,2133120,2006-01-26,María
Local,1609,2005-08-01,Alquiler,Lleida,95,563255,2005-11-08,Jesús
Piso,1610,2005-08-01,Venta,Lleida,245,2292465,2006-06-10,Carmen
Suelo,1611,2005-08-02,Alquiler,Tarragona,71,692037,2006-06-02,Joaquín
Oficina,1612,2005-08-03,Venta,Lleida,275,2110900,2006-07-24,Pedro
Industrial,1613,2005-08-03,Alquiler,Girona,84,690396,2006-02-08,Carmen
Oficina,1615,2005-08-03,Venta,Girona,64,399488,2005-12-07,Jesús
Piso,1617,2005-08-03,Alquiler,Lleida,86,685592,2006-04-29,Pedro
Parking,1620,2005-08-04,Alquiler,Girona,56,375592,2006-02-20,Jesús
Industrial,1623,2005-08-04,Alquiler,Barcelona,47,286747,2006-06-10,Joaquín
Oficina,1624,2005-08-04,Alquiler,Tarragona,59,281548,2006-07-22,Jesús
Oficina,1625,2005-08-05,Alquiler,Lleida,73,328646,2006-02-01,Carmen
Parking,1628,2005-08-06,Venta,Girona,297,2440449,2006-08-03,Carmen
Parking,1629,2005-08-06,Alquiler,Lleida,99,942579,2006-03-03,María
Suelo,1630,2005-08-06,Alquiler,Tarragona,69,349623,2006-05-06,Joaquín
Oficina,1632,2005-08-07,Alquiler,Tarragona,48,404352,2006-02-25,Joaquín
Industrial,1634,2005-08-07,Venta,Girona,92,739864,2006-01-28,Luisa
Parking,1639,2005-08-09,Venta,Lleida,300,2155200,2006-08-05,Jesús
Oficina,1641,2005-08-09,Alquiler,Lleida,93,552513,2006-01-29,Pedro
Industrial,1642,2005-08-10,Venta,Lleida,276,2667816,2005-12-16,Joaquín
Local,1644,2005-08-10,Venta,Barcelona,269,2384954,2006-02-12,María
Local,1647,2005-08-12,Venta,Tarragona,297,2888325,2005-11-27,Pedro
Casa,1650,2005-08-14,Alquiler,Tarragona,57,293037,2005-11-27,Carmen
Parking,1651,2005-08-14,Venta,Lleida,77,592823,2006-03-25,Pedro
Casa,1652,2005-08-15,Alquiler,Girona,63,601398,2006-03-01,Carmen
Local,1655,2005-08-15,Alquiler,Barcelona,82,375232,2006-05-22,Jesús
Oficina,1656,2005-08-15,Alquiler,Lleida,79,411669,2006-08-04,Pedro
Casa,1657,2005-08-16,Alquiler,Barcelona,89,358670,2006-02-19,Luisa
Oficina,1661,2005-08-17,Venta,Barcelona,58,509356,2006-05-20,Luisa
Oficina,1664,2005-08-19,Venta,Girona,272,2233120,2005-12-13,Luisa
Industrial,1665,2005-08-19,Alquiler,Lleida,238,2275994,2006-06-15,Joaquín
Oficina,1666,2005-08-19,Alquiler,Lleida,69,442635,2006-06-15,María
Casa,1674,2005-08-26,Venta,Girona,242,2290046,2006-01-24,María
Piso,1675,2005-08-26,Alquiler,Tarragona,216,2045304,2006-04-09,Jesús
Oficina,1676,2005-08-27,Venta,Tarragona,239,2181353,2006-06-15,María
Industrial,1677,2005-08-27,Venta,Lleida,300,2625600,2006-01-08,María
Oficina,1678,2005-08-27,Venta,Lleida,48,474864,2006-02-11,Luisa
Oficina,1679,2005-08-27,Venta,Barcelona,91,663845,2006-04-07,María
Piso,1680,2005-08-27,Alquiler,Lleida,70,615440,2006-04-01,Jesús
Piso,1686,2005-08-28,Venta,Lleida,97,765815,2006-07-15,María
Parking,1687,2005-08-29,Alquiler,Girona,82,700854,2006-04-22,María
Local,1692,2005-08-30,Venta,Lleida,78,391950,2006-03-14,Jesús
Suelo,1693,2005-08-30,Venta,Lleida,233,2171327,2006-01-09,Jesús
Industrial,1703,2005-09-06,Venta,Lleida,288,2171520,2006-08-28,Carmen
Industrial,1706,2005-09-06,Alquiler,Tarragona,261,2026404,2006-02-05,Carmen
Piso,1707,2005-09-07,Alquiler,Tarragona,99,938916,2006-09-04,Pedro
Local,1710,2005-09-07,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
Piso,1722,2005-09-10,Alquiler,Tarragona,250,2478000,2006-04-27,Carmen
Industrial,1727,2005-09-11,Venta,Tarragona,271,2028164,2006-01-07,María
Parking,1731,2005-09-12,Venta,Tarragona,223,2143922,2006-04-20,Jesús
Oficina,1732,2005-09-12,Venta,Barcelona,66,415866,2006-07-19,María
Piso,1737,2005-09-14,Venta,Barcelona,94,707914,2006-05-07,Jesús
Local,1739,2005-09-16,Alquiler,Girona,91,838292,2006-04-16,Pedro
Oficina,1741,2005-09-16,Venta,Tarragona,79,441373,2006-02-02,Carmen
Parking,1742,2005-09-17,Venta,Girona,70,428190,2006-02-20,Jesús
Casa,1743,2005-09-17,Venta,Girona,292,2630336,2006-01-08,Joaquín
Piso,1744,2005-09-17,Venta,Tarragona,51,425646,2005-12-18,Luisa
Piso,1747,2005-09-20,Alquiler,Girona,240,2183760,2006-01-27,Jesús
Piso,1754,2005-09-21,Venta,Lleida,55,433235,2006-03-23,Carmen
Oficina,1756,2005-09-24,Alquiler,Lleida,85,613275,2006-02-12,Pedro
Parking,1758,2005-09-24,Alquiler,Lleida,47,403401,2006-01-24,María
Casa,1759,2005-09-25,Venta,Tarragona,232,2133472,2006-05-18,Carmen
Local,1760,2005-09-25,Alquiler,Barcelona,98,683844,2006-01-21,Joaquín
Local,1763,2005-09-27,Alquiler,Girona,78,678132,2006-04-23,María
Oficina,1766,2005-09-29,Venta,Barcelona,231,2299374,2006-05-15,Jesús
Parking,1767,2005-09-29,Venta,Lleida,82,764240,2006-01-15,Pedro
Suelo,1768,2005-09-30,Alquiler,Barcelona,79,409378,2006-08-15,Luisa
Local,1775,2005-10-01,Venta,Girona,53,446313,2006-08-16,Pedro
Parking,1776,2005-10-01,Venta,Tarragona,229,2215117,2006-08-01,Jesús
Suelo,1779,2005-10-02,Alquiler,Barcelona,68,613496,2006-01-18,Jesús
Casa,1781,2005-10-02,Venta,Barcelona,55,264385,2006-07-27,Joaquín
Parking,1784,2005-10-03,Alquiler,Girona,85,809115,2006-05-25,María
Oficina,1785,2005-10-03,Venta,Tarragona,61,257725,2006-02-27,Jesús
Casa,1786,2005-10-03,Venta,Lleida,82,359406,2006-09-28,Pedro
Parking,1787,2005-10-03,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
Parking,1788,2005-10-03,Venta,Girona,85,658835,2006-07-14,Luisa
Oficina,1789,2005-10-04,Alquiler,Girona,85,749275,2006-01-05,María
Local,1790,2005-10-04,Venta,Girona,238,2184364,2006-08-11,Luisa
Oficina,1799,2005-10-06,Alquiler,Lleida,289,2249576,2006-06-18,Carmen
Casa,1803,2005-10-07,Venta,Lleida,253,2378453,2006-09-10,Luisa
Industrial,1810,2005-10-11,Venta,Barcelona,64,480384,2006-05-15,Carmen
Local,1813,2005-10-12,Alquiler,Girona,246,2010312,2006-02-21,María
Local,1814,2005-10-12,Alquiler,Barcelona,56,346192,2006-04-18,María
Local,1815,2005-10-12,Alquiler,Girona,72,686232,2006-09-12,Luisa
Industrial,1817,2005-10-13,Venta,Girona,76,368676,2006-09-29,Luisa
Local,1818,2005-10-13,Venta,Lleida,255,2063460,2006-05-25,Luisa
Casa,1822,2005-10-15,Venta,Girona,84,437640,2006-02-09,María
Parking,1823,2005-10-15,Alquiler,Barcelona,271,2334123,2006-08-02,Joaquín
Local,1824,2005-10-15,Alquiler,Lleida,257,2136184,2006-04-18,Jesús
Piso,1825,2005-10-15,Venta,Girona,262,2390750,2006-03-11,Pedro
Piso,1833,2005-10-18,Alquiler,Lleida,71,388583,2006-01-18,Jesús
Oficina,1835,2005-10-19,Venta,Tarragona,70,511840,2006-03-20,María
Parking,1837,2005-10-20,Alquiler,Lleida,46,237176,2006-08-08,María
Casa,1839,2005-10-21,Alquiler,Girona,258,2475510,2006-06-28,Jesús
Local,1841,2005-10-22,Alquiler,Tarragona,49,452417,2006-06-19,Luisa
Industrial,1842,2005-10-22,Venta,Lleida,254,2299208,2006-09-05,Pedro
Industrial,1843,2005-10-22,Alquiler,Tarragona,98,955500,2006-07-10,Luisa
Casa,1856,2005-10-29,Venta,Girona,284,2467960,2006-04-25,Pedro
Local,1857,2005-10-30,Venta,Lleida,254,2394204,2006-08-19,María
Oficina,1860,2005-11-01,Alquiler,Girona,213,2083779,2006-04-23,María
Parking,1862,2005-11-02,Venta,Barcelona,249,2221329,2006-05-12,Pedro
Suelo,1863,2005-11-02,Venta,Tarragona,82,417872,2006-03-23,Luisa
Oficina,1864,2005-11-02,Alquiler,Girona,67,304113,2006-06-29,Joaquín
Casa,1865,2005-11-03,Venta,Lleida,71,299407,2006-04-05,María
Suelo,1866,2005-11-03,Venta,Lleida,70,540890,2006-06-12,Jesús
